DateComtd,DayComtd,TimeComtd,Barangay,X,Y,CrimeType,CrimeCategory,Classification,CaseStat,Solved,Cleared,"Place of Occurrence"
28/01/2020,Tuesday,3:40:00,"Poblacion No. 2 (Barangay 2)",123.306473,9.3036,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
28/01/2020,Tuesday,10:45:00,"Poblacion No. 4 (Barangay 4)",123.310158,9.306269,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
29/01/2020,Wednesday,7:15:00,Bagacay,123.296875,9.300699,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
29/01/2020,Wednesday,14:20:00,Batinguel,123.281357,9.31143,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
29/01/2020,Wednesday,14:20:00,Batinguel,123.281357,9.31143,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
31/01/2020,Friday,21:30:00,Candau-ay,123.270683,9.312092,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
31/01/2020,Friday,23:15:00,Mangnao-Canal,123.29821,9.292462,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-06-01,Monday,9:15:00,Banilad,123.302071,9.312854,"NON-INDEX CRIME",SPECIALLAWS,"RA 9262 (VAWC)","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-05-01,Sunday,19:00:00,Piapi,123.302071,9.312854,"NON-INDEX CRIME",SPECIALLAWS,"RA 7610 (CHILD ABUSE)","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-05-01,Sunday,21:00:00,Taclobo,123.302071,9.312854,"INDEX CRIME",RAPE,"RAPE (Art 335 RPC / RA 8353)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-07-01,Tuesday,20:45:00,Taclobo,123.302071,9.312854,"NON-INDEX CRIME",SPECIALLAWS,"RA 9262 (VAWC)","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-09-01,Thursday,7:00:00,Bagacay,123.302071,9.312854,"NON-INDEX CRIME",SPECIALLAWS,"RA 9262 (VAWC)","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-09-01,Thursday,17:15:00,Taclobo,123.302071,9.312854,"NON-INDEX CRIME",SPECIALLAWS,"RA 9262 (VAWC)","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-10-01,Friday,21:00:00,Taclobo,123.302071,9.312854,"NON-INDEX CRIME",SPECIALLAWS,"RA 9262 (VAWC)","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-12-01,Sunday,7:30:00,Pulantubig,123.302071,9.312854,"NON-INDEX CRIME",SPECIALLAWS,"RA 9262 (VAWC)","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
13/01/2020,Monday,13:00:00,"Poblacion No. 3 (Barangay 3)",123.302071,9.312854,"INDEX CRIME",THEFT,"Shop Lifting","Victim refused to file a case",Yes,Yes,"(Commercial-Business Establishments) - Malls"
14/01/2020,Tuesday,17:45:00,Balugo,123.302071,9.312854,"NON-INDEX CRIME",SPECIALLAWS,"RA 9262 (VAWC)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
16/01/2020,Thursday,12:00:00,Mangnao-Canal,123.302071,9.312854,"NON-INDEX CRIME",SPECIALLAWS,"RA 9262 (VAWC)","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
16/01/2020,Thursday,16:00:00,"Poblacion No. 3 (Barangay 3)",123.302071,9.312854,"INDEX CRIME",THEFT,"Shop Lifting","Victim refused to file a case",Yes,Yes,"(Commercial-Business Establishments) - Malls"
18/01/2020,Saturday,9:00:00,Calindagan,123.302071,9.312854,"NON-INDEX CRIME",SPECIALLAWS,"RA 7610 (CHILD ABUSE)","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
19/01/2020,Sunday,21:30:00,Daro,123.302071,9.312854,"NON-INDEX CRIME",SPECIALLAWS,"RA 9262 (VAWC)","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
21/01/2020,Tuesday,8:15:00,Piapi,123.302071,9.312854,"NON-INDEX CRIME",SPECIALLAWS,"RA 7610 (CHILD ABUSE)","Under Investigation",No,No,"Along the Roads/Streets/Alleys"
22/01/2020,Wednesday,18:17:00,"Poblacion No. 3 (Barangay 3)",123.302071,9.312854,"INDEX CRIME",THEFT,"Shop Lifting","Victim refused to file a case",Yes,Yes,"(Commercial-Business Establishments) - Malls"
27/01/2020,Monday,19:30:00,Piapi,123.302071,9.312854,"NON-INDEX CRIME",SPECIALLAWS,"RA 9262 (VAWC)","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
30/01/2020,Thursday,1:00:00,Piapi,123.302071,9.312854,"NON-INDEX CRIME",SPECIALLAWS,"RA 7610 (CHILD ABUSE)","Victim refused to file a case",Yes,Yes,"(Commercial-Business Establishments) - Bar/Disco"
2011-01-12,Thursday,8:00:00,Banilad,123.302071,9.312854,"NON-INDEX CRIME",SPECIALLAWS,"RA 9262 (VAWC)","Filed in Pros / Court",No,Yes,"(Inside Residences - Subdivision) - w/o Security Guard"
2019-03-11,Sunday,8:00:00,Batinguel,123.281357,9.31143,"NON-INDEX CRIME",SPECIALLAWS,"RA 9262 (VAWC)","Victim refused to file a case",Yes,Yes,"(Inside Residences - Subdivision) - w/o Security Guard"
2020-01-02,#REF!,4:30:00,Looc,123.311943,9.316507,"NON-INDEX CRIME",OTHERNONINDEX,"Unjust Vexation","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-01-02,#REF!,1:40:00,Banilad,123.294281,9.285601,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-01-02,#REF!,1:50:00,Piapi,123.31218,9.322975,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-01-02,#REF!,4:30:00,Pulantubig,123.294754,9.32558,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-01-02,Saturday,12:00:00,Banilad,123.294434,9.281609,"INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-02-02,Sunday,16:30:00,Bajumpandan,123.278336,9.285167,"NON-INDEX CRIME",SPECIALLAWS,"PD 1602 / RA 9287  (GAMBLING)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-02-02,Sunday,18:00:00,Camanjac,123.269089,9.324251,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-02-02,Sunday,19:10:00,Mangnao-Canal,123.298531,9.292928,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-02-02,Sunday,21:00:00,Motong,123.286179,9.317756,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-02-02,Sunday,21:10:00,Piapi,123.304985,9.320572,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-02-02,Sunday,21:10:00,Piapi,123.304985,9.320572,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-02-02,Sunday,21:25:00,"Poblacion No. 3 (Barangay 3)",123.307632,9.309466,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-03-02,Monday,1:30:00,Mangnao-Canal,123.298874,9.293394,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-03-02,Monday,7:30:00,"Poblacion No. 4 (Barangay 4)",123.309387,9.308577,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-03-02,Monday,15:30:00,Calindagan,123.30896,9.299757,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-03-02,Monday,19:00:00,Calindagan,123.307701,9.299376,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-03-02,Monday,19:00:00,Calindagan,123.307701,9.299376,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-04-02,Tuesday,20:50:00,Camanjac,123.271965,9.325093,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-05-02,Wednesday,3:45:00,Bagacay,123.289001,9.29854,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-05-02,Wednesday,7:20:00,Bunao,123.2957,9.329793,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-05-02,Wednesday,15:50:00,Looc,123.312057,9.31639,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-05-02,Wednesday,16:00:00,Looc,123.312012,9.316078,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-05-02,Wednesday,16:10:00,Looc,123.311867,9.316279,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-05-02,Wednesday,17:50:00,Looc,123.311913,9.316401,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-05-02,Wednesday,23:30:00,Bajumpandan,123.292984,9.296475,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-06-02,Thursday,2:10:00,Bunao,123.29319,9.32987,"INDEX CRIME","ROBBERY W/ FRUSTRATED HOMICIDE","Robbery w/ Intimidation","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-06-02,Thursday,18:00:00,Balugo,123.278198,9.303071,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"(Inside Residences - Subdivision) - w/o Security Guard"
2020-07-02,Friday,3:05:00,Cadawinonan,123.268127,9.304056,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-07-02,Friday,3:05:00,Cadawinonan,123.268127,9.304056,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-07-02,Friday,9:20:00,Daro,123.301361,9.320249,"INDEX CRIME",THEFT,"Qualified Theft","Filed in Pros / Court",Yes,Yes,"(Commercial-Business Establishments) - Grocery / Convenience Store / Sari sari Store"
2020-07-02,Friday,7:00:00,Bantayan,123.308517,9.327787,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",No,Yes,"(Inside Residences) - Public Residential Area"
2020-07-02,Friday,11:30:00,"Poblacion No. 3 (Barangay 3)",123.307526,9.306795,"INDEX CRIME",THEFT,"Shop Lifting","Victim refused to file a case",Yes,Yes,"(Commercial-Business Establishments) - Grocery / Convenience Store / Sari sari Store"
2020-07-02,Friday,12:15:00,Taclobo,123.295464,9.308704,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-07-02,Friday,11:30:00,Calindagan,123.306984,9.300064,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-07-02,Friday,21:15:00,Bagacay,123.296837,9.300657,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-08-02,Saturday,11:25:00,Taclobo,123.29776,9.310271,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-08-02,Saturday,15:40:00,Mangnao-Canal,123.29821,9.292377,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-06-02,Thursday,19:30:00,"Poblacion No. 3 (Barangay 3)",123.307426,9.307867,"INDEX CRIME",THEFT,"Qualified Theft","Victim refused to file a case",Yes,Yes,"(Commercial-Business Establishments) - Malls"
2020-09-02,Sunday,1:30:00,Looc,123.308334,9.310342,"INDEX CRIME",THEFT,Salisi,"Victim refused to file a case",Yes,Yes,"(Commercial-Business Establishments) - Bar/Disco"
2020-09-02,Sunday,17:00:00,"Poblacion No. 3 (Barangay 3)",123.308189,9.308616,"INDEX CRIME",THEFT,Salisi,"Filed in Pros / Court",Yes,Yes,"(Commercial-Business Establishments) - Grocery / Convenience Store / Sari sari Store"
2020-09-02,Sunday,17:30:00,Piapi,123.303307,9.321101,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-09-02,Sunday,22:20:00,Talay,123.276108,9.286935,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-10-02,Monday,2:15:00,Bagacay,123.289322,9.298667,"NON-INDEX CRIME",HOMICIDE,"Homicide TRI","Filed in Pros / Court",No,Yes,"Along the Roads/Streets/Alleys"
2020-10-02,Monday,13:15:00,"Poblacion No. 3 (Barangay 3)",123.306404,9.304151,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-10-02,Monday,20:00:00,Piapi,123.303291,9.321334,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-11-02,Tuesday,0:00:00,Daro,123.300331,9.319863,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-11-02,Tuesday,15:30:00,"Poblacion No. 3 (Barangay 3)",123.307243,9.306396,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-09-02,Sunday,13:30:00,"Poblacion No. 5 (Barangay 5)",123.307724,9.310477,"NON-INDEX CRIME",OTHERNONINDEX,Estafa,"Victim refused to file a case",Yes,Yes,"(Inside Residences - Subdivision) - w/o Security Guard"
2020-11-02,Tuesday,20:15:00,Cadawinonan,123.268799,9.304373,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-11-02,Tuesday,20:15:00,Cadawinonan,123.268799,9.304373,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-11-02,Tuesday,22:00:00,Cadawinonan,123.270775,9.303452,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-12-02,Wednesday,2:20:00,Calindagan,123.308693,9.301181,"NON-INDEX CRIME",OTHERNONINDEX,Arson,"Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-12-02,Wednesday,14:00:00,Calindagan,123.308968,9.299561,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-11-02,Tuesday,18:25:00,Daro,123.298935,9.316898,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-12-02,Wednesday,19:30:00,Banilad,123.293175,9.27848,"INDEX CRIME",ROBBERY,"Robbery w/ Intimidation","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
13/02/2020,Thursday,11:40:00,Calindagan,123.308945,9.299402,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
13/02/2020,Thursday,12:00:00,Calindagan,123.307503,9.298095,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
14/02/2020,Friday,11:20:00,Cadawinonan,123.269142,9.303442,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
14/02/2020,Friday,14:40:00,Bajumpandan,123.289139,9.296141,"NON-INDEX CRIME",SPECIALLAWS,"RA 10591 / 8294 (FIREARMS & EXPLOSIVES)","Filed in Pros / Court",Yes,Yes,"City Jail"
14/02/2020,Friday,19:30:00,Calindagan,123.309944,9.302157,"INDEX CRIME",THEFT,Salisi,"Victim refused to file a case",Yes,Yes,"Basketball Gym"
14/02/2020,Friday,23:00:00,Bantayan,123.309494,9.33082,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
15/02/2020,Saturday,6:30:00,"Poblacion No. 2 (Barangay 2)",123.310852,9.303532,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
15/02/2020,Saturday,9:10:00,Bajumpandan,123.291039,9.282361,"INDEX CRIME",MURDER,Murder,"Under Investigation",No,No,"(Inside Residences) - Public Residential Area"
15/02/2020,Saturday,12:40:00,Looc,123.31205,9.316528,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
14/02/2020,Friday,12:20:00,Taclobo,123.301643,9.309339,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
14/02/2020,Friday,17:10:00,Candau-ay,123.263748,9.313002,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
15/02/2020,Saturday,10:40:00,Banilad,123.293465,9.280836,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
15/02/2020,Saturday,15:30:00,Cadawinonan,123.268845,9.303865,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
15/02/2020,Saturday,19:30:00,Bunao,123.291229,9.329862,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
15/02/2020,Saturday,18:40:00,Bagacay,123.298859,9.30359,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
15/02/2020,Saturday,22:00:00,Motong,123.286758,9.318227,"INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
15/02/2020,Saturday,23:51:00,Cantil-e,123.264313,9.28423,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
16/02/2020,Sunday,1:00:00,Cadawinonan,123.271492,9.304723,"NON-INDEX CRIME",OTHERNONINDEX,"Assault/Resistance to Authority","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
16/02/2020,Sunday,1:00:00,Cadawinonan,123.271492,9.304723,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
16/02/2020,Sunday,9:50:00,Cadawinonan,123.260185,9.303802,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
16/02/2020,Sunday,14:40:00,"Poblacion No. 3 (Barangay 3)",123.307404,9.307915,"INDEX CRIME",THEFT,"Shop Lifting","Filed in Pros / Court",Yes,Yes,"(Commercial-Business Establishments) - Malls"
16/02/2020,Sunday,1:30:00,"Poblacion No. 3 (Barangay 3)",123.307846,9.304109,"NON-INDEX CRIME",HOMICIDE,"Homicide TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
16/02/2020,Sunday,9:00:00,Batinguel,123.289322,9.309868,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
16/02/2020,Sunday,11:45:00,Tabuctubig,123.304543,9.301652,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
16/02/2020,Sunday,16:30:00,"Poblacion No. 1 (Barangay 1)",123.310577,9.303976,"INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
17/02/2020,Monday,1:15:00,"Poblacion No. 1 (Barangay 1)",123.308838,9.304127,"NON-INDEX CRIME",SPECIALLAWS,"BP Blg 6 (ILL POSS'N OF BLADED WEAPON)","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
16/02/2020,Sunday,16:30:00,Banilad,123.292755,9.273467,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
18/02/2020,Tuesday,0:30:00,Looc,123.311234,9.315083,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
18/02/2020,Tuesday,1:00:00,Looc,123.311234,9.314979,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
18/02/2020,Tuesday,1:20:00,Taclobo,123.299896,9.312073,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
18/02/2020,Tuesday,1:20:00,Taclobo,123.299896,9.312073,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
18/02/2020,Tuesday,9:10:00,Taclobo,123.296059,9.310122,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
