DateComtd,DayComtd,TimeComtd,EntryNo,PPO,Unit/Station,Area of Incident,Barangay,Bldg/House No/Street/Sitio,X,Y,CrimeType,IndexCrimeType,CrimeCategory,Classification,Mode of Commission,StreetCrime,InvolMinor?,SpecialCase,WeaponUsed,FACaliber,FAStatus,FALicenseNr,C-R-S Firearms,FADisposition,Transport,MotorcycleRidingCriminals,Driver(Suspect),VehOwner,VehType,VehPlateNum,Drugs,DrugConfsctdItem,Gmblng,GmblngConfsctdItem,GmblngAmntCnfsctd,CrnppngRecUnrec,RobType,BankRobAmt,EstblshmntType,EstblshmntName,CaseStat,Solved,Cleared,Uncleared/Unsolved,Arrest,NrArrstdSspct,Place of Occurrence
20/05/2020,Wednesday,2:22 am,202005-814,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 1 (Barangay 1),Sta. Catalina St.,123.308418,9.30336,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"
Piece of seized evidence:
1.	One (1) pc. elongated heat-sealed transparent plastic sachet containing suspected shabu powder/granules marked as “BB -05-20-2020” with signature;
2.	Five (5) pcs. elongated heat-sealed transparent plastic sachet containing suspected shabu powder/granules marked as “P1-05-20-2020” up to “P5-05-20-2020” all with signatures;
3.	Two (2) pcs. small size elongated heat-sealed transparent plastic sachet containing suspected shabu powder/granules marked as “P6-05-20-2020” and  “P7-05-20-2020” all with signatures;
4.	Three (3) pcs. medium size heat-sealed transparent plastic sachet containing suspected shabu powder/granules marked as “P8-05-20-2020” up to “P10-05-20-2020” all with signatures;
5.	One (1) pc. doublemint can color green later marked as “P11-05-20-2020” with signature;
6.	One (1) pc. Five Hundred Peso bill with serial number QY417042 used as Buy-bust money.

7. Remarks: The seized suspected shabu has an estimated weight of 9 grams with a DDB value of Php 62, 100.00 was brought to Prov’l Crime Laboratory Office for examination. Arrested suspect was under custody of Dumaguete City Police Station for booking procedure and proper disposition.",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
20/05/2020,Wednesday,3:45 pm,202005-818,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Pulantubig,Purok Salampati,123.294777,9.324691,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 5),,No,,,,,,,,,,,,,,Shabu,"Piece of seized evidence: 1. Four (4) pcs heat-sealed transparent plastic sachet containing suspected shabu powder/granules 2. Five (5) pcs genuine one hundred peso bill 3. One (1) pc. Multi coloured pouch 4. One (1) pc. Unit Nolia Keypad cellular 5. One (1) unit Black Honda Wave Motorcycle with plate no. T7P-189. The seized suspected shabu has an estimated weight of 7 grams with a DDB value of Php 47, 600.00 was brought to Prov’l Crime Laboratory Office for examination. Arrested person was temporary detained at Dumaguete City Police Station Lock up Cell.
 
 ",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
20/05/2020,Wednesday,3:45 pm,202005-818,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Pulantubig,Purok Salampati,123.294777,9.324691,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"Piece of seized evidence: 1. Four (4) pcs heat-sealed transparent plastic sachet containing suspected shabu powder/granules 2. Five (5) pcs genuine one hundred peso bill 3. One (1) pc. Multi coloured pouch 4. One (1) pc. Unit Nolia Keypad cellular 5. One (1) unit Black Honda Wave Motorcycle with plate no. T7P-189. The seized suspected shabu has an estimated weight of 7 grams with a DDB value of Php 47, 600.00 was brought to Prov’l Crime Laboratory Office for examination. Arrested person was temporary detained at Dumaguete City Police Station Lock up Cell.
 
 ",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
20/05/2020,Wednesday,5:20 pm,202005-819,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Camanjac,,123.271507,9.327671,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,Two (2) pcs elongated heat sealed transparent   plastic sachet containing suspected shabu powder/granules with an estimated weight of 0.40 grams with DDB value of Php.240.00.,,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
21/05/2020,Thursday,6:05 pm,Traf(136)353,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bagacay,,123.295013,9.295278,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
21/05/2020,Thursday,6:50 pm,Traf(136)354,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bantayan,Rovira Road,123.306923,9.327464,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
22/05/2020,Friday,3:15 pm,Traf(136)357,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Banilad,Fronting Elgaps Store,123.293442,9.281302,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
23/05/2020,Saturday,11:30 pm,202005-834,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 8 (Barangay 8),Outpost,123.304848,9.303611,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal,Intentionally pulled down the sign board,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,Along the Roads/Streets/Alleys
24/05/2020,Sunday,4:30 pm,202005-835,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bantayan,Purok 6,123.307571,9.328497,NON-INDEX CRIME,,SPECIALLAWS,COCKFIGHTING LAW OF 1974 - PD 449,ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Fighting Cock,"Evidence Confiscated:
1)	Three (3) dead fighting cocks, color red;
2)	Two (2) pcs gaffs; and
		3)Ten (10) pcs One hundred peso bill bet money.

",Php 1000.00,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,8,(Inside Residences) - Public Residential Area
25/05/2020,Monday,2:30 pm,202005-842,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bunao,Purok Fatima,123.290009,9.329434,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal,Fighting each other,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,2,(Inside Residences) - Public Residential Area
25/05/2020,Monday,8:30 pm,202005-845,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone IV,123.311981,9.31647,INDEX CRIME,Crime Against Person,PHYSICALINJURIES,Less Serious Phy Inj,Mauling - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
25/05/2020,Monday,8:40 pm,202005-846,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone V,123.311913,9.316464,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"one (1) pc elongated transparent heat sealed plastic sachet containing suspected shabu powder/granules, two (2) pcs. big pack heat sealed transparent plastic sachet containing suspected shabu powder/granules and one (1) pc. disposable lighter color green.
  
7. Remarks:The seized suspected shabu has an estimated weight of 10 grams with a DDB value of Php 68, 000.00 were brought to Prov’l Crime Laboratory Office for examination. Arrested suspect was under custody of Dumaguete City Police Station for booking procedure and proper disposition.",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
26/05/2020,Tuesday,8:55 pm,202005-854,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Banilad,"Crossing Seaman's Village, Purok Pag-asa",123.281151,9.276802,INDEX CRIME,Crime Against Person,MURDER,Murder,Shooting - M,,No,,Small Arms - Handgun (Pistol or Revolver),Cal. 45,,,UNRECOVERED,,,No,,,,,,,,,,,,,,,Under Investigation,No,No,Yes,No,0,Along the Roads/Streets/Alleys
10/05/2020,Sunday,10:00 pm,Traf(136)360,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Junob,Near Junob High School,123.275459,9.293118,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
26/05/2020,Tuesday,4:55 pm,Traf(136)361,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Talay,Fronting Charles Canete's Residence,123.290871,9.299132,NON-INDEX CRIME,,HOMICIDE,Homicide TRI,Vehicular Accident - H,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,Along the Roads/Streets/Alleys
27/05/2020,Wednesday,8:00 am,Traf(136)362,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Banilad,,123.293358,9.280709,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
27/05/2020,Wednesday,10:00 am,202005-856,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 2 (Barangay 2),Upper Lukewright,123.30732,9.302616,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"One (1) piece medium  heat sealed transparent plastic sachet containing suspected shabu granules now marked as JMB-P2 5/27/20 with signature; One (1) bundle empty elongated heat sealed transparent plastic sachet now marked as JMB-P3 5/27/20 with signature; Two (2) pieces empty transparent plastic collectively marked as JMB-P4 5/27/20 with signature; One (1) improvised metal sealer now marked as JMB-P5 5/27/20 with signature; One (1) piece digital weighing scale color black now marked as JMB-P6 5/27/20 with signature; One (1) piece sling bag color black now marked as JMB-P7 5/27/20 with signature. All item no 1 to 6 are placed inside the sling bag; and One (1) piece cellular phone color black with SIM card Huawei Brand now marked as JMB-P8 5/27/20 with signature.The seized suspected shabu has an estimated weight of 12 grams with DDB value of Php81,600.00 and was brought to Negros Oriental Provincial Crime Laboratory Office for examination. Arrested suspect is now under custody of Dumaguete City PS for proper disposition.",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
29/05/2020,Friday,5:45 pm,Traf(136)363,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bajumpandan,Diversion Road,123.276299,9.28054,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
30/05/2020,Saturday,6:40 am,Traf(136)364,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Mangnao-Canal,Intersection Mangnao Outpost,123.299088,9.293754,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
30/05/2020,Saturday,6:58 pm,Traf(136)365,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bagacay,Fronting Em Kam Compound,123.28894,9.298518,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
31/05/2020,Sunday,12:20 pm,202005-870,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Batinguel,"Katrina Homes, Purok 7",123.279442,9.314728,NON-INDEX CRIME,,SPECIALLAWS,COCKFIGHTING LAW OF 1974 - PD 449,ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Fighting Cock,"1)   Two (2)  fighting cocks, color red; 2) Two (2) pcs gaffs; and 3) 300 bet money in different Domenation ",,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,8,Unihabited Place
31/05/2020,Sunday,8:35 pm,202005-871,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bagacay,Purok Malangsuba,123.295013,9.295278,INDEX CRIME,Crime Against Person,PHYSICALINJURIES,Attemptd/Frustd Homicide,Stoning/Thrown object - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,2,(Inside Residences) - Public Residential Area
05/05/2020,Tuesday,2:00 pm,W-0217,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Taclobo,San Jose Extension,123.295868,9.30824,NON-INDEX CRIME,,SPECIALLAWS,RA 7610 (CHILD ABUSE),Viol. of RA 7610 (Physical Abuse),,Yes(RA 7610),,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,(Inside Residences) - Public Residential Area
19/05/2020,Tuesday,10:30 pm,W-0219,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Batinguel,,123.281151,9.276802,NON-INDEX CRIME,,SPECIALLAWS,RA 9262 (VAWC),Viol. of RA 9262 (Psychological Abuse),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
27/05/2020,Wednesday,3:00 pm,W-0220,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Calindagan,Purok Madasigon,123.30899,9.29999,NON-INDEX CRIME,,SPECIALLAWS,RA 7610 (CHILD ABUSE),Viol. of RA 9262 (Sexual Abuse),,Yes(RA 7610),,,,,,,,,,,,,,,,,,,,,,,,Filed in Pros / Court,No,Yes,No,No,0,Along the Roads/Streets/Alleys
14/04/2020,Tuesday,11:30 am,W-0218,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Calindagan,Purok Everlasting,123.30899,9.29999,NON-INDEX CRIME,,SPECIALLAWS,RA 9262 (VAWC),Viol. of RA 9262 (Physical Abuse),,No,,,,,,,,,,,,,,,,,,,,,,,,Filed in Pros / Court,No,Yes,No,No,0,(Inside Residences) - Public Residential Area
02/06/2020,Tuesday,9:15 am,Traf(136)367,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 3 (Barangay 3),Intersection San Jose and Sta. Catalina St.,123.303787,9.297862,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
03/06/2020,Wednesday,10:20 am,Traf(136)371,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Motong,Corner Larena Drive and Motong-Batinguel road,123.291298,9.315818,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
04/06/2020,Thursday,9:20 pm,202006-888,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone IV,123.311905,9.316401,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal, went wild,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
05/06/2020,Friday,7:15 am,202006-889,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 8 (Barangay 8),Colon Ext.,123.304031,9.304426,INDEX CRIME,Crime Against Person,PHYSICALINJURIES,Less Serious Phy Inj,Hitting with hard object,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
05/06/2020,Friday,11:00 am,202006-895,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Daro,City Mall Supermarket,123.298531,9.323828,INDEX CRIME,Crime Against Property,THEFT,Qualified Theft,Qualified Theft,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,(Commercial-Business Establishments) - Grocery / Convenience Store / Sari sari Store
06/06/2020,Saturday,6:50 pm,202006-898,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Batinguel,Purok 1,123.294914,9.30756,INDEX CRIME,Crime Against Property,ROBBERY,Robbery w/ Intimidation,Hold-up w/ sharp object,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,Unihabited Place
07/06/2020,Sunday,1:10 pm,Traf(136)376,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 2 (Barangay 2),Upper Lukewright,123.306,9.302838,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
06/06/2020,Saturday,10:55 pm,202006-900,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Batinguel,Crossing Benlo Subd.,123.289345,9.311509,NON-INDEX CRIME,,OTHERNONINDEX,Assault/Resistance to Authority,unpleasant display of behaviour,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,2,Along the Roads/Streets/Alleys
08/06/2020,Monday,9:00 am,Traf(136)377,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 3 (Barangay 3),Lizana Drive,123.302071,9.312854,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
08/06/2020,Monday,10:35 am,Traf(136)378,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bajumpandan,Intersection Sta. Rosa and Perdices St.,123.27626,9.280624,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
08/06/2020,Monday,2:00 pm,Traf(136)379,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Batinguel,Curve Area going to Katrina Homes,123.281555,9.31692,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
08/06/2020,Monday,6:40 pm,Traf(136)381,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Near Chapel,123.312477,9.317639,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
09/06/2020,Tuesday,3:20 pm,Traf(136)383,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 3 (Barangay 3),Pinili St.,123.306343,9.304151,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
10/06/2020,Wednesday,9:20 am,Traf(136)384,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Daro,"Fronting Capitol, Real St.",123.303574,9.313447,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
10/06/2020,Wednesday,1:10 pm,Traf(136)385,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Daro,"Fronting Capitol, Real St.",123.303619,9.313447,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
10/06/2020,Wednesday,9:00 am,202006-907,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 7 (Barangay 7),,123.30455,9.310109,NON-INDEX CRIME,,SPECIALLAWS,PD 1619 (ILL POSS'N OF VOLATILE SUBSTANCE), sniffing volatile substance,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,4,Along the Roads/Streets/Alleys
11/06/2020,Thursday,1:37 pm,202006-916,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Bypass,123.309303,9.314728,INDEX CRIME,Crime Against Property,CARNAPPING,Motorcycle,TWOC (Taken without Owner's Consent),,No,,,,,,,,,,,,,,,,,,,Recovered,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Commercial-Business Establishments) - Office 
11/06/2020,Thursday,5:50 pm,Traf(136)386,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Talay,Crossing Talay,123.26487,9.289783,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
12/06/2020,Friday,5:40 pm,202006-921,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 1 (Barangay 1),Purok Ubos,123.309006,9.299778,NON-INDEX CRIME,,OTHERNONINDEX,Unjust Vexation,Crawled after to her with malicious intent,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,(Inside Residences) - Public Residential Area
12/06/2020,Friday,6:30 am,202006-919,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Cadawinonan,"L1 B23, Motherita Housing",123.269371,9.306226,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"  Confiscated during the search are the following items; to wit;
1. two (2) pieces heat sealed transparent plastic sachet containing suspected shabu granules now marked as MK-SW1 06/12/2020 to MK-SW2 06/12/2020 all with signatures;
2. one (1) piece black pouch marked as MK-SW3 06/12/2020 with signature; and 
3. seven (7) pieces precut rolled tinfoil collectively marked as MK-SW4 06/12/2020 with signature.

7. REMARKS: Estimated total weight of all confiscated suspected shabu is more or less 8 Grams with corresponding DDB value amounting to Php 54,400.00 which will be submitted to PNP Provincial Crime Laboratory for forensic examination. Said suspect was informed of the nature of the offense she committed and appraised of her constitutional and statutory rights as well as the anti-torture warning in a dialect understood by her as provided by law. Arrested suspect is now temporarily detained in Dumaguete CPS and pieces of evidence confiscated were processed for proper disposition. Appropriate charges for Violation of Section 11 Article II of R.A. 9165 is now being prepared against the arrested suspect for filing in court. Progress report will follow.",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
11/06/2020,Thursday,7:15 pm,Traf(136)387,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Banilad,Fronting Nimf's Food Corner,123.29377,9.282679,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
08/06/2020,Monday,1:00 pm,202006-922,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Banilad,"KM 5, Purok Gabi, Cabrera Apt., Rafi Microfinance",123.293968,9.283658,INDEX CRIME,Crime Against Property,THEFT,Qualified Theft,Qualified Theft,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,(Commercial-Business Establishments) - Office 
12/06/2020,Friday,9:00 am,Traf(136)388,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Pulantubig,Crossing St. Pauls,123.297821,9.326067,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
12/06/2020,Friday,12:05 pm,Traf(136)389,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Batinguel,"T-junction, Amihan",123.281578,9.316898,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
12/06/2020,Friday,8:30 pm,202006-923,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Taclobo,San Jose Ext.,123.301796,9.309344,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal,Acted Unruly,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
13/06/2020,Saturday,6:30 pm,202006-925,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bagacay,Purok Mapailubon,123.290298,9.300599,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal,Got Mad and angry,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
13/06/2020,Saturday,6:30 pm,Traf(136)391,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Daro,Near Suzuki,123.304047,9.312706,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
13/06/2020,Saturday,11:50 pm,202006-926,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Infront of Brgy. Hall,123.310364,9.314389,NON-INDEX CRIME,,OTHERNONINDEX,Assault/Resistance to Authority,Displayed unpleaseant behaviour,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,Along the Roads/Streets/Alleys
14/06/2020,Sunday,3:20 pm,202006-927,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 4 (Barangay 4),7-Eleven Store,123.309532,9.308317,INDEX CRIME,Crime Against Property,THEFT,Shop Lifting,Shoplifting,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Commercial-Business Establishments) - Grocery / Convenience Store / Sari sari Store
14/06/2020,Sunday,8:45 pm,202006-929,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 1 (Barangay 1),Pinili St.,123.309822,9.304212,INDEX CRIME,Crime Against Property,ROBBERY,Robbery w/ Intimidation,Hold-up w/ sharp object,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,Along the Roads/Streets/Alleys
