DateComtd,DayComtd,TimeComtd,EntryNo,PPO,Unit/Station,Area of Incident,Barangay,Bldg/House No/Street/Sitio,X,Y,CrimeType,IndexCrimeType,CrimeCategory,Classification,Mode of Commission,StreetCrime,InvolMinor?,SpecialCase,WeaponUsed,FACaliber,FAStatus,FALicenseNr,C-R-S Firearms,FADisposition,Transport,MotorcycleRidingCriminals,Driver(Suspect),VehOwner,VehType,VehPlateNum,Drugs,DrugConfsctdItem,Gmblng,GmblngConfsctdItem,GmblngAmntCnfsctd,CrnppngRecUnrec,RobType,BankRobAmt,EstblshmntType,EstblshmntName,CaseStat,Solved,Cleared,Uncleared/Unsolved,Arrest,NrArrstdSspct,Place of Occurrence*,Column1,Column2
2022-03-08,Tuesday,15:30:00,202203-0533,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Taclobo,House of Atty. Obdulia Guy Villahermosa,123.301079,9.304559,NON-INDEX CRIME,,OTHERNONINDEX,Estafa,Swindling,,No,,,,,,,,,,,,,,,,,,,,,,,,Filed in Pros / Court,No,Yes,No,No,0,(Inside Residences - Subdivision) - w/o Security Guard,,
2022-03-09,Wednesday,2:10:00,202203-0537,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Calindagan,Purok Hayahay,123.306183,9.291451,NON-INDEX CRIME,,OTHERNONINDEX,Assault/Resistance to Authority,disobeyed and resisted ,,No,,,,,,,,,,,,,,,,,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,Along the Roads/Streets/Alleys,,
2022-03-09,Wednesday,15:00:00,Traf(138)024,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 1 (Barangay 1),"Rizal Avenue, Tinago",123.310944,9.302251,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2022-03-09,Wednesday,15:00:00,Traf(138)024,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 1 (Barangay 1),"Rizal Avenue, Tinago",123.310944,9.302251,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2022-03-09,Wednesday,20:07:00,202203-0546,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bajumpandan,Purok Katubhan,,,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 5),,No,,,,,,,,,,,,,,Shabu,"
      1. One(1) elongated heat-sealed transparent plastic sachet containing suspected shabu powder /granules marked as AKV signature –TRA-BB-03/09/2022;

       2.One (1) piece BIG heat-sealed transparent plastic sachet containing suspected shabu  powder/granules marked as AKV signature –TRA-P1-03/09/2022;

        3.Five (5) pieces MEDIUM heat-sealed transparent plastic  sachet containing suspected shabu powder/granules marked as AKV signature –TRA-P2-03/09/2022 to AKV signature –TRA-P6-03/09/2022;

        4. One(1) piece one thousand peso bill used as buy-bust money with serial no.HU866635;
        5. One daffle bag color blue marked as AKV signature –TRA- P7-03/09/2022; and

6.Oneecobag color black marked as AKV signature -TRA-P8-3/09/2022.


",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area,,
2022-03-09,Wednesday,20:07:00,202203-0546,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bajumpandan,Purok Katubhan,,,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"
      1. One(1) elongated heat-sealed transparent plastic sachet containing suspected shabu powder /granules marked as AKV signature –TRA-BB-03/09/2022;

       2.One (1) piece BIG heat-sealed transparent plastic sachet containing suspected shabu  powder/granules marked as AKV signature –TRA-P1-03/09/2022;

        3.Five (5) pieces MEDIUM heat-sealed transparent plastic  sachet containing suspected shabu powder/granules marked as AKV signature –TRA-P2-03/09/2022 to AKV signature –TRA-P6-03/09/2022;

        4. One(1) piece one thousand peso bill used as buy-bust money with serial no.HU866635;
        5. One daffle bag color blue marked as AKV signature –TRA- P7-03/09/2022; and

6.Oneecobag color black marked as AKV signature -TRA-P8-3/09/2022.


",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area,,
2022-03-10,Thursday,17:01:00,202203-0556,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone 4,123.311714,9.315744,NON-INDEX CRIME,,SPECIALLAWS,PD 1602 / RA 9287  (GAMBLING),ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Piyat-piyat,"
	Confiscated pieces of evidence were:
		a.) One (1) Set playing cards consisting 52 pieces, red/blue color combination without cover; and
		b.) Seven (7) pieces of fifty paper pesos bill amounting three hundred fifty pesos (PHP 350.00) used as Bet Money.

",Php 350.00,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,4,(Inside Residences) - Public Residential Area,,
2022-03-10,Thursday,17:50:00,202203-0557,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone 4,123.311821,9.315443,NON-INDEX CRIME,,SPECIALLAWS,PD 1602 / RA 9287  (GAMBLING),ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Tong-its,"
	Confiscated pieces of evidence were:
		a.) One (1) Set playing cards consisting 52 pieces, white/orange color combination without cover; and
		b.) Four (4) pieces of One Hundred pesos bill amounting Four hundred pesos (PHP 400.00) used as Bet Money.

",Php 400,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,3,(Inside Residences) - Public Residential Area,,
2022-03-11,Friday,13:55:00,202203-0560,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bagacay,"7-eleven Store, Jose Romero St.,",123.297401,9.300697,INDEX CRIME,Crime Against Property,THEFT,Shop Lifting,Shoplifting,,No,,,,,,,,,,,,,,,,,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Commercial-Business Establishments) - Malls,,
2022-03-12,Saturday,0:42:00,202203-0564,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Batinguel,Purok 6,123.288361,9.310027,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 5),,No,,,,,,,,,,,,,,Shabu,"
1.	One (1) piece small size transparent plastic sachet containing suspected shabu/granules marked as BB-JLL-03/12/2022 Batinguel, Dgte City 12:42 AM and a signature;
2.	One (1) piece medium transparent plastic sachet containing suspected shabu/granules marked as P1-JLL-03/12/2022 Batinguel, Dgte City 12:48 AM and a signature;
3.	Five (5) pieces elongatedtransparent plastic sachet containing suspected shabu/granules marked as P2-JLL-03/12/2022 Batinguel, Dgte City 12:48 AM and a signature, P3-JLL-03/12/2022 Batinguel, Dgte City 12:48 AM and a signature,P4-JLL-03/12/2022 Batinguel, Dgte City 12:48 AM 12:48 AM and a signature,P5-JLL-03/12/2022 Batinguel, Dgte City 12:48 AM and a signature,P5-JLL-03/12/2022 Batinguel, Dgte City 12:48 AM and a signature,P6-JLL-03/12/2022 Batinguel, Dgte City 12:48 AM and a signature;
4.	One (1) piece plastic transparent plastic sachet used to contain item number 2 and 3 marked asP7-JLL-03/12/2022 Batinguel, Dgte City 12:48 AM and a signature;
5.	One (1) piece brown color pouch marked as P8-JLL-03/12/2022 Batinguel, Dgte City 12:48 AM and a signature;
6.	One (1) piece sling bag color red marked as P9-JLL-03/12/2022 Batinguel, Dgte City 12:48 AM and a signature;
7.	One (1) piece five hundred bill used as buy-bust money with serial number QA913075.

",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area,,
2022-03-12,Saturday,0:42:00,202203-0564,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Batinguel,Purok 6,123.288361,9.310027,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"
1.	One (1) piece small size transparent plastic sachet containing suspected shabu/granules marked as BB-JLL-03/12/2022 Batinguel, Dgte City 12:42 AM and a signature;
2.	One (1) piece medium transparent plastic sachet containing suspected shabu/granules marked as P1-JLL-03/12/2022 Batinguel, Dgte City 12:48 AM and a signature;
3.	Five (5) pieces elongatedtransparent plastic sachet containing suspected shabu/granules marked as P2-JLL-03/12/2022 Batinguel, Dgte City 12:48 AM and a signature, P3-JLL-03/12/2022 Batinguel, Dgte City 12:48 AM and a signature,P4-JLL-03/12/2022 Batinguel, Dgte City 12:48 AM 12:48 AM and a signature,P5-JLL-03/12/2022 Batinguel, Dgte City 12:48 AM and a signature,P5-JLL-03/12/2022 Batinguel, Dgte City 12:48 AM and a signature,P6-JLL-03/12/2022 Batinguel, Dgte City 12:48 AM and a signature;
4.	One (1) piece plastic transparent plastic sachet used to contain item number 2 and 3 marked asP7-JLL-03/12/2022 Batinguel, Dgte City 12:48 AM and a signature;
5.	One (1) piece brown color pouch marked as P8-JLL-03/12/2022 Batinguel, Dgte City 12:48 AM and a signature;
6.	One (1) piece sling bag color red marked as P9-JLL-03/12/2022 Batinguel, Dgte City 12:48 AM and a signature;
7.	One (1) piece five hundred bill used as buy-bust money with serial number QA913075.

",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area,,
2022-03-12,Saturday,7:16:00,202203-0568,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bagacay,Purok Gumamela,123.292374,9.303998,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 5),,No,,,,,,,,,,,,,,Shabu,"
Confiscated pcs of evidence: 
a.) One (1) pc elongated heat-sealed transparent plastic sachet containing white crystalline substance believed to be Shabu (subject of sale); and
b.) three (3) pcs. elongated heat-sealed transparent plastic sachet containing white crystalline substance believe to be shabu;
c.) two (2) pcs. medium size heat-sealed transparent plastic sachet containing white crystalline substance believe to be shabu with total estimated weight 4 grams with SDP value of Php 27,200.00; and
d.)One (1) genuine Five hundred Peso bill (Php 500.00).

",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area,,
2022-03-12,Saturday,7:16:00,202203-0568,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bagacay,Purok Gumamela,123.292374,9.303998,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"
Confiscated pcs of evidence: 
a.) One (1) pc elongated heat-sealed transparent plastic sachet containing white crystalline substance believed to be Shabu (subject of sale); and
b.) three (3) pcs. elongated heat-sealed transparent plastic sachet containing white crystalline substance believe to be shabu;
c.) two (2) pcs. medium size heat-sealed transparent plastic sachet containing white crystalline substance believe to be shabu with total estimated weight 4 grams with SDP value of Php 27,200.00; and
d.)One (1) genuine Five hundred Peso bill (Php 500.00).

",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area,,
2022-03-12,Saturday,11:16:00,202203-0570,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Calindagan,Purok Orchids,123.308418,9.30152,NON-INDEX CRIME,,SPECIALLAWS,PD 1602 / RA 9287  (GAMBLING),ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Tong-its,"

	Confiscated pieces of evidence were:
		a.) One (1) Set playing cards consisting 52 pieces, green/red color combination with plastic case cover and paper cover; and
		b.) Two (2) pieces of One Hundred peso bill and One (1) piece of Fifty peso bill amounting to TwoHundred Fifty pesos (PHP 250.00) used as Bet Money.

",Php 250.00,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,3,(Inside Residences) - Public Residential Area,,
2022-03-12,Saturday,11:43:00,202203-0571,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Calindagan,Purok Orchids,123.30854,9.30053,NON-INDEX CRIME,,SPECIALLAWS,PD 1602 / RA 9287  (GAMBLING),ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Cara y Cruz / Hantak,"

	Confiscated pieces of evidence were:
		a.) Three (3) pieces of one peso coin used as ""antogon"";
		b.) One (1) piece of flat stone used as ""hantakan""; and
		c.) One (1) piece of One Hundred peso bill, Two (2) pieces of Fifty peso bill amounting to Two Hundred pesos (PHP 200.00) used as Bet Money.


",Php 200.00,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,3,(Inside Residences) - Public Residential Area,,
2022-03-16,Wednesday,16:30:00,202203-0562,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone 4,123.311478,9.315559,NON-INDEX CRIME,,SPECIALLAWS,PD 1602 / RA 9287  (GAMBLING),ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Cara y Cruz / Hantak,"

	Confiscated pieces of evidence were:
		a.) Three (3) pieces of one peso coin used as ""antogon"";
		b.) One (1) piece of flat stone used as ""hantakan""; and
		c.) One (1) piece of One Hundred peso bill, Two (2) pieces of Fifty peso bill, Two (2) pieces of Twenty peso bill, amounting to Two Hundred forty pesos (PHP 240.00) used as Bet Money.


",Php 240.00,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,3,(Inside Residences) - Public Residential Area,,
2022-03-16,Wednesday,18:26:00,202203-0563,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Junob,Purok Lunoy,123.285599,9.308068,NON-INDEX CRIME,,SPECIALLAWS,PD 1602 / RA 9287  (GAMBLING),ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Piyat-piyat,"
	Confiscated pieces of evidence were:
		a.) One (1) set of playing cards (52pcs), color red and green combination without case cover; and
		b.) Cash money with the amount of One Hundred forty pesos (140 pesos) used as bet money.

",Php 140.00,,,,,,Filed in Pros / Court,No,Yes,No,Yes,4,(Inside Residences) - Public Residential Area,,
2022-03-17,Thursday,11:20:00,202203-0567,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 2 (Barangay 2),#01 Sta. Rosa corner Sta. Catalina St.,123.308426,9.303608,INDEX CRIME,Crime Against Person,PHYSICALINJURIES,Less Serious Phy Inj,Mauling - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area,,
2022-03-17,Thursday,13:00:00,Traf(138)027,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bantayan,Rovira Road,123.303719,9.327253,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2022-03-17,Thursday,14:50:00,Traf(138)028,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Calindagan,,123.306137,9.299974,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2022-03-18,Friday,15:04:00,Traf(138)029,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 7 (Barangay 7),Crossing V. Locsin St and Cervantes St.,123.304779,9.306872,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,Along the Roads/Streets/Alleys,,
2022-03-18,Friday,20:30:00,202203-0585,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Daro,Shell Gas Station,123.300552,9.31903,NON-INDEX CRIME,,OTHERNONINDEX,Assault/Resistance to Authority," ""Ngano man diay ug pulis ka!""",,No,,,,,,,,,,,,,,,,,,,,,,,,Filed in Pros / Court,No,Yes,No,Yes,1,Along the Roads/Streets/Alleys,,
2022-03-20,Sunday,3:13:00,202203-0592,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Taclobo,Purok Canlas,123.298264,9.304815,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 5),,No,,,,,,,,,,,,,,Shabu,"

Confiscated pcs of evidence: 
a.) One (1) pc elongated heat-sealed transparent plastic sachet containing white crystalline substance believed to be Shabu (subject of sale); 
b. ) six (6) pcs. elongated heat-sealed transparent plastic sachet containing white crystalline substance believe to be shabu 
c.) Two (2) pcs medium size heat-sealed transparent plastic sachet containing white crystalline substance believed to be Shabu with total estimated weight 4 grams with  SDP value of Php 27,200.00; and
d.) One (1)  genuine Five hundred Peso bill (Php 500.00 ).

",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area,,
2022-03-20,Sunday,3:13:00,202203-0592,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Taclobo,Purok Canlas,123.298264,9.304815,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"

Confiscated pcs of evidence: 
a.) One (1) pc elongated heat-sealed transparent plastic sachet containing white crystalline substance believed to be Shabu (subject of sale); 
b. ) six (6) pcs. elongated heat-sealed transparent plastic sachet containing white crystalline substance believe to be shabu 
c.) Two (2) pcs medium size heat-sealed transparent plastic sachet containing white crystalline substance believed to be Shabu with total estimated weight 4 grams with  SDP value of Php 27,200.00; and
d.) One (1)  genuine Five hundred Peso bill (Php 500.00 ).

",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area,,
2022-03-20,Sunday,23:40:00,202203-0597,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Taclobo,Victorino Solamillo's Boarding House No. 388 Colon Extension,123.301598,9.304813,INDEX CRIME,Crime Against Person,HOMICIDE,Homicide,Stabbing/Hacking - H,,No,,Instrument(Sharp/Bladed),,,,,,,,,,,,,,,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area,,
2022-03-21,Monday,15:30:00,Traf(138)030,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Piapi,"Infront of Dagsa Restaurant, Escaño Beach",123.31134,9.325868,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2022-03-26,Saturday,0:10:00,202203-0637,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bagacay,Purok Gumamela,123.291656,9.303606,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 5),,No,,,,,,,,,,,,,,Shabu,"
1.	One (1) piece Medium heat-sealed transparent plastic sachet containing suspected shabu granules/powder marked as JAG-BB-3/26/22 BAGACAY 12:10 AM with signature; 
2.	Four (4) pieces elongated heat-sealed transparent plastic sachet containing suspected shabu granules/powder marked as JAG-P1-3/26/22 to JAG-P4-3/16/22 all with BAGACAY CHEST 12:15 AM and signature;
3.	One (1) piece Big elongated heat-sealed transparent plastic sachet containing suspected shabu granules/powder marked as JAG-P5-3/26/22 BAGACAY 12:15 AM with signature;
4.	Two (2) pieces empty elongated heat-sealed transparent plastic sachet collectively marked as JAG-P6-3/26/22 BAGACAY CHEST 12:15 AM with signature;
5.	Two (2) pieces tinfoil marked as JAG-P7-3/26/22 BAGACAY CHEST 12:15 AM with signature;
6.	One (1) Brown envelope marked as JAG-P8-3/26/22 BAGACAY CHEST 12:15 AM with signature;
7.	One (1) piece Black Pouch marked as JAG-P9-3/26/22 BAGACAY CHEST 12:15 AM with signature;
8.	One (1) piece Five hundred peso bill used as buy-bust money with serial number QE986616;

",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area,,
2022-03-26,Saturday,0:10:00,202203-0637,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bagacay,Purok Gumamela,123.291656,9.303606,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"
1.	One (1) piece Medium heat-sealed transparent plastic sachet containing suspected shabu granules/powder marked as JAG-BB-3/26/22 BAGACAY 12:10 AM with signature; 
2.	Four (4) pieces elongated heat-sealed transparent plastic sachet containing suspected shabu granules/powder marked as JAG-P1-3/26/22 to JAG-P4-3/16/22 all with BAGACAY CHEST 12:15 AM and signature;
3.	One (1) piece Big elongated heat-sealed transparent plastic sachet containing suspected shabu granules/powder marked as JAG-P5-3/26/22 BAGACAY 12:15 AM with signature;
4.	Two (2) pieces empty elongated heat-sealed transparent plastic sachet collectively marked as JAG-P6-3/26/22 BAGACAY CHEST 12:15 AM with signature;
5.	Two (2) pieces tinfoil marked as JAG-P7-3/26/22 BAGACAY CHEST 12:15 AM with signature;
6.	One (1) Brown envelope marked as JAG-P8-3/26/22 BAGACAY CHEST 12:15 AM with signature;
7.	One (1) piece Black Pouch marked as JAG-P9-3/26/22 BAGACAY CHEST 12:15 AM with signature;
8.	One (1) piece Five hundred peso bill used as buy-bust money with serial number QE986616;

",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area,,
2022-03-26,Saturday,15:30:00,202203-0641,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone 4,123.311546,9.314696,NON-INDEX CRIME,,SPECIALLAWS,PD 1602 / RA 9287  (GAMBLING),ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Piyat-piyat,"

	Confiscated pieces of evidence were:
a.) One (1) set of playing cards (52pcs), color white and Blue combination without case cover; and
b.) Cash money with the amount of Two Hundred Ninety Pesos (290.00) used as bet money

",Php 290.00,,,,,,Filed in Pros / Court,No,Yes,No,Yes,4,(Inside Residences) - Public Residential Area,,
2022-03-26,Saturday,16:19:00,202203-0643,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone 4,123.31218,9.315241,NON-INDEX CRIME,,SPECIALLAWS,PD 1602 / RA 9287  (GAMBLING),ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Cara y Cruz / Hantak,"

	Confiscated pieces of evidence were:
a.) Three (1) pcsOne Peso coin used as “tosed coin”; 
b.) One (1) pc flat stone used as “Hanatakan”; and
b.) Cash money with the amount of Three Hundred Ninety Pesos (390.00) used as bet money

",Php 390.00,,,,,,Filed in Pros / Court,No,Yes,No,Yes,4,(Inside Residences) - Public Residential Area,,
2022-03-26,Saturday,23:12:00,202203-0647,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Calindagan,Purok Orchids,123.309578,9.299392,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 5),,No,,,,,,,,,,,,,,Shabu,"

Confiscated pcs of evidence: 
a.) One (1) pc elongated heat-sealed transparent plastic sachet containing white crystalline substance believed to be Shabu (subject of sale); 
b. ) Three (3) pcs. elongated heat-sealed transparent plastic sachet containing white crystalline substance believe to be shabu with total estimated weight 3 grams with  SDP value of 20,400.00; 
c.) One (1)  genuine Five hundred Peso bill (Php 500.00 ); and
d.) One (1) Samsung keypad cellphone color black.

",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area,,
2022-03-26,Saturday,23:12:00,202203-0647,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Calindagan,Purok Orchids,123.309578,9.299392,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"

Confiscated pcs of evidence: 
a.) One (1) pc elongated heat-sealed transparent plastic sachet containing white crystalline substance believed to be Shabu (subject of sale); 
b. ) Three (3) pcs. elongated heat-sealed transparent plastic sachet containing white crystalline substance believe to be shabu with total estimated weight 3 grams with  SDP value of 20,400.00; 
c.) One (1)  genuine Five hundred Peso bill (Php 500.00 ); and
d.) One (1) Samsung keypad cellphone color black.

",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area,,
2022-03-30,Wednesday,17:30:00,202203-0659,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bantayan,Silliman Park,123.307175,9.329508,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal,went wild,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area,,
2022-03-06,Sunday,19:22:00,W-0003,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Candau-ay,,123.263596,9.311467,NON-INDEX CRIME,,OTHERNONINDEX,Acts of Lasciviousness, touched her right breast. ,,No,,,,,,,,,,,,,,,,,,,,,,,,Filed in Pros / Court,No,Yes,No,Yes,1,(Inside Residences) - Public Residential Area,,
2021-06-02,Wednesday,11:00:00,202203-0501,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Batinguel,"Surplus Twenty-one Service Center, Amihan",123.2882,9.309657,NON-INDEX CRIME,,OTHERNONINDEX,Estafa,Failure to Pay Chit/Bill,,No,,,,,,,,,,,,,,,,,,,,,,,,Filed in Pros / Court,No,Yes,No,No,0,,,
2022-04-02,Saturday,11:43:00,Traf(138)032,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Banilad,T-Junction Herminigilda and Banilad Highway,123.292961,9.276887,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2022-04-02,Saturday,11:43:00,Traf(138)032,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Banilad,T-Junction Herminigilda and Banilad Highway,123.292961,9.276887,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2022-04-02,Saturday,13:45:00,Traf(138)033,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Daro,"Infront of 7-eleven, Aldecoa Road",123.304527,9.317204,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2022-04-04,Monday,18:30:00,Traf(138)036,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Calindagan,National Highway,123.302315,9.298465,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2022-04-04,Monday,18:30:00,Traf(138)036,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Calindagan,National Highway,123.302315,9.298465,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
