DateComtd,DayComtd,TimeComtd,EntryNo,PPO,Unit/Station,Area of Incident,Barangay,Bldg/House No/Street/Sitio,X,Y,CrimeType,IndexCrimeType,CrimeCategory,Classification,Mode of Commission,StreetCrime,InvolMinor?,SpecialCase,WeaponUsed,FACaliber,FAStatus,FALicenseNr,C-R-S Firearms,FADisposition,Transport,MotorcycleRidingCriminals,Driver(Suspect),VehOwner,VehType,VehPlateNum,Drugs,DrugConfsctdItem,Gmblng,GmblngConfsctdItem,GmblngAmntCnfsctd,CrnppngRecUnrec,RobType,BankRobAmt,EstblshmntType,EstblshmntName,CaseStat,Solved,Cleared,Uncleared/Unsolved,Arrest,NrArrstdSspct,Place of Occurrence*
2021-04-22,Thursday,10:20:00,Traf(137)049,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Mangnao-Canal,Fronting Mangnao E/S,123.298653,9.29321,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2021-04-22,Thursday,17:45:00,202104-0736,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Candau-ay,"Zone 4, Purok Yellow Tops",123.256554,9.315289,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal,created trouble and fight,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,2,(Inside Residences) - Public Residential Area
2021-04-22,Thursday,22:30:00,202104-0738,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bantayan,"Garbage dropping area, Purok 4",123.306122,9.327973,NON-INDEX CRIME,,OTHERNONINDEX,GRAVE THREATS  - RPC Art. 282, armed with a 18 inches including handle bolo,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-04-23,Friday,5:50:00,Traf(137)051,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Calindagan,Fronting Petron,123.303162,9.299851,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2021-04-23,Friday,5:50:00,Traf(137)051,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Calindagan,,123.303162,9.299851,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2021-04-22,Thursday,14:40:00,Traf(137)052,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Daro,,123.301003,9.318332,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2021-04-23,Friday,11:40:00,202104-0741,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 3 (Barangay 3),Entrance/Exit Supermarket Lee Plaza,123.307373,9.307867,INDEX CRIME,Crime Against Property,THEFT,Shop Lifting,Shoplifting,,No,,,,,,,,,,,,,,,,,,,,,,,,Filed in Pros / Court,No,Yes,No,Yes,1,(Commercial-Business Establishments) - Malls
2021-04-23,Friday,16:00:00,202104-0743,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 3 (Barangay 3),49 Sta. Catalina St.,123.308762,9.307327,INDEX CRIME,Crime Against Property,ROBBERY,Robbery w/ ForceUponThings,Crowbar/Destroying Lock,,No,,,,,,,,,,,,,,,,,,,,Other Form of Robbery,,,,Filed in Pros / Court,No,Yes,No,Yes,1,(Inside Residences - Subdivision) - w/o Security Guard
2021-04-23,Friday,16:00:00,202104-0744,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone II,123.309456,9.315255,NON-INDEX CRIME,,SPECIALLAWS,PD 1602 / RA 9287  (GAMBLING),ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Cara y Cruz / Hantak,"
	
	Confiscated pieces of evidence were:
		a.) Bet money amounting to 90 pesos in different denominations, 
		b.) 3 pieces 1 peso coin used as toss coins
		c.) 1 piece flat round stone.

",Php 90.00,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,2,Along the Roads/Streets/Alleys
2021-04-24,Saturday,15:30:00,202104-0747,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Candau-ay,Dumpsite Area,123.262253,9.312986,NON-INDEX CRIME,,OTHERNONINDEX,GRAVE THREATS  - RPC Art. 282,attempt to hacked ,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-04-24,Saturday,21:10:00,202104-0748,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bagacay,Southbags,123.296303,9.297417,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal, got wild,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-04-24,Saturday,21:10:00,202104-0748,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bagacay,Southbags,123.296303,9.297417,INDEX CRIME,Crime Against Person,PHYSICALINJURIES,Less Serious Phy Inj,Mauling - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-04-25,Sunday,0:30:00,202104-0750,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Cadawinonan,Purok Star Apple,123.268921,9.30287,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal,got wild and shouted unpleasant,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-04-25,Sunday,0:20:00,Traf(137)053,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Daro,Along National Highway,123.300026,9.320745,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2021-04-25,Sunday,13:40:00,202104-0752,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Candau-ay,Zone 1,123.262405,9.312452,NON-INDEX CRIME,,SPECIALLAWS,PD 1602 / RA 9287  (GAMBLING),ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Cara y Cruz / Hantak,"TMRU and CIU personnel led by PLT BOBBY FULMARAN, Chief CIS, under the supervision of PLTCOL RAMONCELIO W SAWAN, Chief of Police (COP), DCPS conducted anti-illegal gambling operation on the above stated place, date and time that resulted to the arrest of the above stated suspect. Confiscated pieces of evidence were: a.) Bet money amounting to 200 pesos;  b.) 3 pieces 1 peso coin used as toss coins; and c.) 1 piece flat round stone. Remarks:The confiscated evidence was properly inventoried and photographed by the arresting officer together with the arrested suspects. The arrested suspect were brought to this office pending for filing of appropriate charges.",Php 200.00,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-04-25,Sunday,21:05:00,202104-0753,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone V,123.311539,9.316634,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal,went wild,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-04-25,Sunday,7:00:00,202104-0757,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Oracion Drive,123.311165,9.31955,INDEX CRIME,Crime Against Property,THEFT,Salisi,Salisi (Akyat Bahay),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,(Inside Residences - Subdivision) - w/o Security Guard
2021-04-27,Tuesday,16:05:00,202104-0760,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Junob,"Blk 28 Lot 3, Sto. Rosario Heights",123.28347,9.300212,NON-INDEX CRIME,,OTHERNONINDEX,Trespassing,acted unruly and provoking them for fight,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences - Subdivision) - w/o Security Guard
2021-04-27,Tuesday,16:00:00,Traf(137)054,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Daro,"Near Caltex Station, National Highway",123.304039,9.312662,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2021-04-27,Tuesday,18:51:00,202104-0762,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Camanjac,Purok Makugihon,123.279175,9.323607,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 5),,No,,,,,,,,,,,,,,Shabu," One (1) pc elongated heat-sealed transparent plastic sachet containing white crystalline substance believed to be shabu; One (1) pc genuine Five Hundred Peso bill (Php 500.00) as buy bust money; and One (1) unit honda wave 100, color black bearing temporary plate no. 7P-74835.  1.10 grams and DDB value of Php7, 480.00and was brought to Prov’l Crime Laboratory Office for examination. ",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-04-27,Tuesday,18:51:00,202104-0762,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Camanjac,Purok Makugihon,123.279175,9.323607,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 5),,No,,,,,,,,,,,,,,Shabu," One (1) pc elongated heat-sealed transparent plastic sachet containing white crystalline substance believed to be shabu; One (1) pc genuine Five Hundred Peso bill (Php 500.00) as buy bust money; and One (1) unit honda wave 100, color black bearing temporary plate no. 7P-74835.  1.10 grams and DDB value of Php7, 480.00and was brought to Prov’l Crime Laboratory Office for examination. ",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-04-27,Tuesday,17:57:00,202104-0763,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 5 (Barangay 5),"1st Floor Ogabang's Residence, Silliman Ave.",123.308907,9.310443,INDEX CRIME,Crime Against Property,ROBBERY,Robbery w/ ForceUponThings,Akyat Bahay,,No,,,,,,,,,,,,,,,,,,,,Other Form of Robbery,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences - Subdivision) - w/o Security Guard
2021-04-28,Wednesday,0:45:00,202104-0764,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Talay,Purok Mangga,123.265022,9.289879,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal,he went wild/angry ,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-04-28,Wednesday,6:15:00,202104-0765,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 3 (Barangay 3),"Public Market, Bldg. 2",123.307106,9.306269,INDEX CRIME,Crime Against Property,THEFT,Salisi,Salisi (Establishment),,No,,,,,,,,,,,,,,,,,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Commercial-Business Establishments) - Grocery / Convenience Store / Sari sari Store
2021-04-28,Wednesday,10:10:00,Traf(137)055,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bagacay,Fronting MKV Store,123.29258,9.299611,NON-INDEX CRIME,,PHYSICALINJURIES,Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2021-04-28,Wednesday,10:10:00,Traf(137)055,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bagacay,Fronting MKV Store,123.29258,9.299611,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2021-04-28,Wednesday,19:45:00,202104-0767,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Batinguel,,123.283104,9.313119,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal,"went wild, provoked trouble",,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-04-28,Wednesday,19:45:00,202104-0767,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Batinguel,,123.283104,9.313119,NON-INDEX CRIME,,SPECIALLAWS,BP Blg 6 (ILL POSS'N OF BLADED WEAPON),brandishing knife and threatening ,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-04-05,Monday,23:34:00,202104-0773,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Taclobo,Purok Tugas,123.299484,9.309762,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 5),,No,,,,,,,,,,,,,,Shabu,"
1.One (1) pieceelongated transparent plastic sachet containing suspected shabu marked as BB-HCA-04/05/21 with signature, place and time of recovery;
2.Four (4) pieces medium size transparent plastic sachet containing suspected shabu granules marked as P1-HCA-04/05/21 to P4-HCA-04/05/21 all with signatures and place and time of recovery;
3.Five (5) pieceselongated transparent plastic sachet containing suspected shabu granules marked as P5-HCA-04/05/21 to P9-HCA-04/05/21 with signatures and place and time of recovery;
4.One (1) piece pipe glass marked as P10-HCA-04/05/21 with signatures and place and time of recovery;
5.One (1) piece plastic scope improvised marked as P11-HCA-04/05/21 with signatures and place and time of recovery;
6. One (1) piece color white and orange colored lighter marked as P12-HCA-04/05/21 with signatures and place and time of recovery;
7. One (1) piece color black pouch used to contain item # 1, 2, 3, 4, 5 marked as P13-HCA-04/05/21 with signatures and time and place of recovery;
8. One (1) piece five hundred peso bill with serial # CB096004;
9. One (1) unit color pink motorcycle SUZUKI NEXT marked as P14-HCA-04/05/21 with signatures and time and place of recovery;

7. Remarks:Estimated total weight of all confiscated suspected shabu is more or less4Grams with corresponding DDB value amounting to Php27,200.00 which will be submitted to PNP Provincial Crime Laboratory for forensic examination",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-04-05,Monday,23:34:00,202104-0773,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Taclobo,Purok Tugas,123.299484,9.309762,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"
1.One (1) pieceelongated transparent plastic sachet containing suspected shabu marked as BB-HCA-04/05/21 with signature, place and time of recovery;
2.Four (4) pieces medium size transparent plastic sachet containing suspected shabu granules marked as P1-HCA-04/05/21 to P4-HCA-04/05/21 all with signatures and place and time of recovery;
3.Five (5) pieceselongated transparent plastic sachet containing suspected shabu granules marked as P5-HCA-04/05/21 to P9-HCA-04/05/21 with signatures and place and time of recovery;
4.One (1) piece pipe glass marked as P10-HCA-04/05/21 with signatures and place and time of recovery;
5.One (1) piece plastic scope improvised marked as P11-HCA-04/05/21 with signatures and place and time of recovery;
6. One (1) piece color white and orange colored lighter marked as P12-HCA-04/05/21 with signatures and place and time of recovery;
7. One (1) piece color black pouch used to contain item # 1, 2, 3, 4, 5 marked as P13-HCA-04/05/21 with signatures and time and place of recovery;
8. One (1) piece five hundred peso bill with serial # CB096004;
9. One (1) unit color pink motorcycle SUZUKI NEXT marked as P14-HCA-04/05/21 with signatures and time and place of recovery;

7. Remarks:Estimated total weight of all confiscated suspected shabu is more or less4Grams with corresponding DDB value amounting to Php27,200.00 which will be submitted to PNP Provincial Crime Laboratory for forensic examination",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-04-30,Friday,18:15:00,202104-0779,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone IV,123.309258,9.314506,NON-INDEX CRIME,,SPECIALLAWS,PD 1602 / RA 9287  (GAMBLING),ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Tong-its,"
a. One (1) set playing cards  color green; and
b. One hundered Twenty Pesos (Php 120.00) as bet money.

",Php 120.00,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,2,(Inside Residences) - Public Residential Area
2021-04-05,Monday,19:30:00,W-0351,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bajumpandan,Purok Katubhan,123.291679,9.279319,NON-INDEX CRIME,,SPECIALLAWS,RA 9262 (VAWC),Viol. of RA 9262 (Psychological Abuse),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-04-06,Tuesday,6:00:00,W-0352,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Batinguel,Purok 3,123.283104,9.313119,NON-INDEX CRIME,,SPECIALLAWS,RA 9262 (VAWC),Viol. of RA 9262 (Psychological Abuse),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-04-11,Sunday,8:00:00,W-0353,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Mangnao-Canal,Purok Malinawon,123.298653,9.29321,NON-INDEX CRIME,,SPECIALLAWS,RA 9262 (VAWC),Viol. of RA 9262 (Physical Abuse),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,(Inside Residences) - Public Residential Area
2021-04-07,Wednesday,19:30:00,W-0354,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Cadawinonan,Sto. Niño,123.268921,9.30287,INDEX CRIME,Crime Against Person,RAPE,RAPE (Art 335 RPC / RA 8353),"Force, Threat and Intimidation",,Yes(RA 7610),,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,(Inside Residences) - Public Residential Area
2021-04-16,Friday,19:45:00,W-0355,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bajumpandan,"Basketball Court, Core Shelter",123.291679,9.279319,NON-INDEX CRIME,,SPECIALLAWS,RA 7610 (CHILD ABUSE),Viol. of RA 7610 (Physical Abuse),,Yes(RA 7610),,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-04-18,Sunday,18:50:00,W-0357,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Camanjac,Purok Makugihon,123.279175,9.323607,NON-INDEX CRIME,,SPECIALLAWS,RA 9262 (VAWC),Viol. of RA 9262 (Psychological Abuse),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-04-18,Sunday,22:15:00,W-0358,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Motong,Purok Mabugnawon,123.290909,9.317735,NON-INDEX CRIME,,SPECIALLAWS,RA 9262 (VAWC),Viol. of RA 9262 (Psychological Abuse),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-04-20,Tuesday,23:00:00,W-0360,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Piapi,Fronting Café Racer,123.31263,9.319819,NON-INDEX CRIME,,SPECIALLAWS,RA 9262 (VAWC),Viol. of RA 9262 (Physical Abuse),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Commercial-Business Establishments) - Restaurant /Fastfood Chain/Eatery
2021-04-24,Saturday,16:30:00,W-0362,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Camanjac,Purok Mahinabangon,123.279175,9.323607,NON-INDEX CRIME,,SPECIALLAWS,RA 9262 (VAWC),Viol. of RA 9262 (Psychological Abuse),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-04-24,Saturday,18:30:00,W-0363,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Balugo,Purok Santol,123.263145,9.303939,NON-INDEX CRIME,,SPECIALLAWS,RA 9262 (VAWC),Viol. of RA 9262 (Physical Abuse),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-03-31,Wednesday,22:45:00,W-0350,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Batinguel,Purok 6,123.283104,9.313119,NON-INDEX CRIME,,SPECIALLAWS,RA 7610 (CHILD ABUSE),Viol. of RA 7610 (Psychological Abuse),,Yes(RA 7610),,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-03-31,Wednesday,19:00:00,W-0352,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Junob,Purok Kasadya,123.28347,9.300212,NON-INDEX CRIME,,SPECIALLAWS,RA 7610 (CHILD ABUSE),Viol. of RA 9262 (Sexual Abuse),,Yes(RA 7610),,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,(Inside Residences) - Public Residential Area
2021-03-29,Monday,2:00:00,W-0359,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone 1,123.309258,9.314506,INDEX CRIME,Crime Against Person,RAPE,RAPE (Art 335 RPC / RA 8353),"Force, Threat and Intimidation",,Yes(RA 7610),,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,(Inside Residences) - Public Residential Area
2021-05-02,Sunday,12:00:00,202105-0785,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone II,123.309357,9.314437,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal,got wild,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-05-02,Sunday,15:30:00,202105-0787,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bajumpandan,Habitat 3,123.2789,9.28559,NON-INDEX CRIME,,SPECIALLAWS,COCKFIGHTING LAW OF 1974 - PD 449,ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Fighting Cock,"
a.)	Two(2) Wounded fighting cocks with gaff; and 
b.)	Cash money in the amount of One Thousand Pesos (Php1,000.00) used as bet money.

7.	Remarks:The confiscated evidence was properly inventoried and photographed by the arresting officer together with the arrested suspect. The arrested suspect was brought to this office pending for filing of appropriate charges.",Php 1000.00,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,2,Unihabited Place
2021-05-02,Sunday,17:40:00,202105-0788,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 1 (Barangay 1),Pinili St.,123.309967,9.302836,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal, got wild ,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-05-02,Sunday,20:00:00,202105-0789,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bagacay,Purok Cebasca,123.290375,9.298762,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal,went wild,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-05-03,Monday,17:30:00,202105-0800,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bantayan,Purok 1,123.30307,9.32828,NON-INDEX CRIME,,SPECIALLAWS,PD 1602 / RA 9287  (GAMBLING),ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Majong," One (1) set of Mahjong plastic tiles w/ dice; Cash money in the amount of Two thousand four hundred seventy  Pesos (Php2,470.00) used as bet money; One (1) Plastic table; and Four (4) pcs plastic chairs. ",Php 2470.00,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,4,(Inside Residences - Subdivision) - w/o Security Guard
2021-05-03,Monday,8:00:00,202105-0791,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Taclobo,"ACSAT, Dr. V. Locsin St.",123.301521,9.307409,INDEX CRIME,Crime Against Property,ROBBERY,Robbery w/ ForceUponThings,Crowbar/Destroying Lock,,No,,,,,,,,,,,,,,,,,,,,Establishment Robbery,,Computer Shop,Red Line Tarpaulin Shop,Filed in Pros / Court,No,Yes,No,No,0,(Commercial-Business Establishments) - Office 
2021-05-04,Tuesday,15:00:00,202105-0804,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 4 (Barangay 4),Rizal Boulevard,123.310516,9.305754,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal, urinating at the sea wall ,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,2,Along the Roads/Streets/Alleys
2021-05-05,Wednesday,19:00:00,202105-0811,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Pulantubig,Purok Tamsi,123.288422,9.324828,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal, got wild,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-05-06,Thursday,12:57:00,Traf(137)057,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Daro,Near Hi-Point,123.301926,9.31654,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2021-05-07,Friday,15:30:00,Traf(137)058,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Daro,Fronting Diputado's Residence,123.300407,9.318774,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2021-05-07,Friday,23:20:00,202105-0820,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Motong,Purok Mabugnawon,123.288666,9.318211,INDEX CRIME,Crime Against Person,PHYSICALINJURIES,Less Serious Phy Inj,Mauling - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
